8	4,024390244
8	4,205128205
8	4,1125
8	4,285714286
8	4,205128205
8	4,230769231
8	3,717948718
8	4,151898734
8	4,189873418
8	4,256410256
7	3,837209302
7	3,644444444
7	3,781609195
7	3,928571429
7	3,904761905
7	4,024390244
7	3,536585366
7	3,770114943
7	3,987951807
7	3,648351648
6	3,928571429
6	3,858823529
6	4,061728395
6	3,837209302
6	3,858823529
6	4,024390244
6	3,452380952
6	3,951807229
6	3,94047619
6	3,952380952
5	3,4375
5	3,604395604
5	3,615384615
5	3,666666667
5	3,565217391
5	3,666666667
5	3,186813187
5	3,565217391
5	3,637362637
5	3,569892473
4	3,666666667
4	3,565217391
4	3,391752577
4	3,4375
4	3,452631579
4	3,402061856
4	2,989690722
4	3,416666667
4	3,412371134
4	3,458333333
3	2,682926829
3	1,726315789
3	2,741666667
3	27,04918033
3	28,03418803
3	2,844827586
3	2,37704918
3	2,68852459
3	2,758333333
3	2,743801653
2	1,907514451
2	1,918128655
2	1,946745562
2	1,952662722
2	1,952380952
2	1,976047904
2	1,705882353
2	1,952380952
2	1,958579882
2	1,964497041
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
