	
1	1,000000
1	1,000000
1	1,000000
1	1,000000
1	1,000000
1	1,000000
1	1,000000
1	1,000000
1	1,000000
1	1,000000
2	1,984704453
2	1,979024217
2	1,981173786
2	1,98361123
2	1,979514767
2	1,979470
2	1,977394895
2	1,982372423
2	1,986196045
2	1,977438785
3	2,876767677
3	2,87902808
3	2,8792621
3	2,885813507
3	2,879508706
3	2,87990
3	2,892470319
3	2,884748925
3	2,879510577
3	2,876600819
4	3,767451326
4	3,770337201
4	3,770373889
4	3,77490
4	3,771585664
4	3,767451326
4	3,769476113
4	3,776850533
4	3,767722678
4	3,765508348
5	4,012136974
5	4,016406476
5	4,014160
5	4,026032251
5	4,013507657
5	4,015037594
5	4,013801575
5	4,023926558
5	4,005769924
5	4,00816356
6	4,27167141
6	4,282598644
6	4,277773501
6	4,289698744
6	4,279014247
6	4,276605575
6	4,281078998
6	4,287683894
6	4,278560974
6	4,340896643
7	4,913385827
7	4,923451759
7	4,922831576
7	4,98442256
7	4,924488168
7	4,97277937
7	4,970204009
7	4,975154169
7	4,967800
7	4,916349136
8	5,30733945
8	5,313223061
8	5,312553781
8	5,310061993
8	5,31042722
8	5,309876661
8	5,301297958
8	5,326475935
8	5,314323988
8	5,310711209
	
	
	
