8	4,074074074
8	4,205128205
8	4,1125
8	4,125
8	4,151898734
8	4,074074074
8	3,670886076
8	4,151898734
8	4,1375
8	4,202531646
7	1,907514451
7	1,906976744
7	1,912790698
7	1,918604651
7	1,940828402
7	1,907514451
7	1,686046512
7	1,929411765
7	1,958579882
7	1,964497041
6	1,918604651
6	1,895953757
6	1,923976608
6	1,964285714
6	1,975903614
6	1,929824561
6	1,715976331
6	1,918128655
6	1,947058824
6	1,919075145
5	1,843575419
5	1,906976744
5	1,958333333
5	1,941176471
5	1,952380952
5	1,952662722
5	1,746987952
5	1,940828402
5	1,993975904
5	1,964497041
4	1,907514451
4	1,895953757
4	1,890804598
4	1,964285714
4	1,952380952
4	1,964285714
4	1,695906433
4	1,952380952
4	1,993975904
4	1,930232558
3	1,896551724
3	1,940828402
3	1,935294118
3	1,941176471
3	1,975903614
3	1,976047904
3	1,695906433
3	1,918128655
3	1,924418605
3	1,908045977
2	1,907514451
2	1,918128655
2	1,935294118
2	1,941176471
2	1,929411765
2	1,941176471
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
2	1,695906433
2	1,918128655
2	1,947058824
2	1,941520468
